title,company_name,location,is_remote,employment_type,experience_level,min_salary,max_salary,salary_currency,description,requirements_raw,source_url,source_platform,skills_str
Senior Full Stack Full Stack Developer,Synthetix Cloud,"Boston, MA",False,contract,senior,117000.0,247000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/synthetixcloud/68,linkedin,"Python,React,TypeScript,PostgreSQL,Git,Django,FastAPI,REST API,Redis"
Junior Full Stack Full Stack Developer,Orbit Software,"Pune, India",True,contract,entry,72000.0,152000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/orbitsoftware/69,indeed,"Python,React,TypeScript,PostgreSQL,Git,Tailwind CSS,AWS"
Lead Frontend Engineer,Vanguard Digital,"London, UK",True,full_time,lead,124000.0,271000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/vanguarddigital/70,naukri,"React,TypeScript,JavaScript,Tailwind CSS,Git,Agile,REST API,Jest,Next.js"
Senior Backend Engineer,Atlassian,"Berlin, Germany",False,full_time,senior,110000.0,240000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/atlassian/71,synthetic,"Python,FastAPI,PostgreSQL,Docker,Git,Kubernetes,AWS,CI/CD"
Applied ML Machine Learning Engineer,Orbit Software,"Bengaluru, India",True,contract,mid,110000.0,225000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/orbitsoftware/72,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,LangChain,Git,FastAPI"
Lead SDET QA Automation Engineer,Acme Technologies,"Toronto, Canada",False,full_time,lead,116000.0,240000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/acmetechnologies/73,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Jest,REST API,Cypress"
Applied ML Machine Learning Engineer,CodeCraft Studio,"Denver, CO",False,full_time,senior,143000.0,292000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/codecraftstudio/74,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,AWS,NLP,FastAPI"
Lead Machine Learning Machine Learning Engineer,FinEdge Capital,"Bengaluru, India",False,full_time,lead,170000.0,349000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/finedgecapital/75,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Docker,Git"
Lead Machine Learning Machine Learning Engineer,GitHub,"Boston, MA",False,full_time,lead,170000.0,349000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/github/76,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,NLP,FastAPI,Docker,TensorFlow"
Applied ML Machine Learning Engineer,Zenith Health Tech,"Bengaluru, India",False,internship,mid,110000.0,225000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/zenithhealthtech/77,linkedin,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,FastAPI,Git,Docker"
AI/ML Machine Learning Engineer,Figma,"Hyderabad, India",False,internship,mid,110000.0,225000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/figma/78,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Git,LangChain"
Lead SDET QA Automation Engineer,Cloudflare,"Bengaluru, India",True,full_time,lead,116000.0,240000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/cloudflare/79,naukri,"Python,Pytest,Selenium,Git,CI/CD,Jest,Docker,REST API"
Software Test QA Automation Engineer,NextWave Mobility,Remote,True,contract,mid,75000.0,155000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/nextwavemobility/80,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Linux,Cypress,Docker,Bash"
Lead SRE DevOps & Cloud Engineer,Synthetix Cloud,"Austin, TX",False,full_time,lead,147000.0,318000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/synthetixcloud/81,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Bash,Azure"
Lead SRE DevOps & Cloud Engineer,Stripe,Remote,True,full_time,lead,147000.0,318000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/stripe/82,indeed,"AWS,Docker,Kubernetes,Terraform,Linux,GCP,CI/CD"
Lead SRE DevOps & Cloud Engineer,AeroDynamics Soft,"New York, NY",True,full_time,lead,147000.0,318000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/aerodynamicssoft/83,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,GCP,Bash,Python"
Data Data Engineer,Krypton Data,"Toronto, Canada",False,internship,senior,124000.0,254000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/kryptondata/84,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,Pandas,Elasticsearch,Snowflake"
Senior QA Automation QA Automation Engineer,AeroDynamics Soft,"London, UK",False,internship,senior,98000.0,202000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/aerodynamicssoft/85,naukri,"Python,Pytest,Selenium,Git,CI/CD,Jest,Cypress"
Lead SDET QA Automation Engineer,Vercel,"San Francisco, CA",False,contract,lead,116000.0,240000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/vercel/86,glassdoor,"Python,Pytest,Selenium,Git,CI/CD,Docker,Bash"
Lead Frontend Engineer,Aegis Security,"Chicago, IL",False,contract,lead,124000.0,271000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/aegissecurity/87,glassdoor,"React,TypeScript,JavaScript,Tailwind CSS,Git,Jest,Next.js,Cypress,REST API"
DevOps DevOps & Cloud Engineer,Novasphere Labs,"Hyderabad, India",False,full_time,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/novaspherelabs/88,glassdoor,"AWS,Docker,Kubernetes,Terraform,Linux,GCP,Git,Bash,Ansible"
Lead SRE DevOps & Cloud Engineer,Snowflake,"Hyderabad, India",True,internship,lead,147000.0,318000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/snowflake/89,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Bash,CI/CD,Ansible"
Data Data Engineer,Vercel,"Berlin, Germany",True,full_time,mid,95000.0,195000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/vercel/90,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,Git,Pandas"
Applied ML Machine Learning Engineer,NextWave Mobility,"Bengaluru, India",True,full_time,mid,110000.0,225000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/nextwavemobility/91,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,LangChain,Git"
Lead Data Data Engineer,AeroDynamics Soft,"Berlin, Germany",False,full_time,lead,147000.0,302000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/aerodynamicssoft/92,linkedin,"Python,SQL,PostgreSQL,Kafka,Docker,Git,Snowflake"
Site Reliability DevOps & Cloud Engineer,Orbit Software,"Chicago, IL",True,full_time,senior,124000.0,266000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/orbitsoftware/93,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,CI/CD,Prometheus,Azure,Ansible"
Senior Full Stack Full Stack Developer,NextWave Mobility,"Boston, MA",True,full_time,senior,117000.0,247000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/nextwavemobility/94,linkedin,"Python,React,TypeScript,PostgreSQL,Git,Django,AWS,Redis"
AI/ML Machine Learning Engineer,MongoDB Inc,"Berlin, Germany",False,full_time,senior,143000.0,292000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/mongodbinc/95,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,AWS,NLP,Docker"
Senior Data Data Engineer,Acme Technologies,"Toronto, Canada",False,contract,senior,124000.0,254000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/acmetechnologies/96,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Elasticsearch,Pandas,Linux,AWS"
Senior QA Automation QA Automation Engineer,Acme Technologies,Remote,True,full_time,senior,98000.0,202000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/acmetechnologies/97,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Bash,Docker,Jest,Cypress"
Junior Full Stack Full Stack Developer,Hyperion Analytics,"Boston, MA",False,full_time,entry,72000.0,152000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/hyperionanalytics/98,linkedin,"Python,React,TypeScript,PostgreSQL,Git,Tailwind CSS,Django"
Lead SRE DevOps & Cloud Engineer,FinEdge Capital,"Berlin, Germany",False,full_time,lead,147000.0,318000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/finedgecapital/99,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Azure,Git,GCP,Ansible"
Staff Data Data Engineer,Canva,"Hyderabad, India",False,internship,lead,147000.0,302000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/canva/100,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,Pandas,Git"
DevOps DevOps & Cloud Engineer,Synthetix Cloud,"Chicago, IL",False,internship,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/synthetixcloud/101,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Python,Prometheus,Bash,GCP"
